lon_departure,lat_departure,lon_arrival,lat_arrival
-80.757,-4.295,-76.524,-11.37
-3.878,5.435,-3.885,11.265999999999998
-3.878,5.435,-1.188,12.588
0.38799999999999996,6.007999999999999,-1.188,12.588
-7.917000000000001,12.889000000000001,-17.151,15.232000000000001
-7.917000000000001,12.889000000000001,2.5989999999999998,49.208
-7.917000000000001,12.889000000000001,-1.188,12.588
-3.885,11.265999999999998,-3.878,5.435
-3.885,11.265999999999998,-1.188,12.588
2.64,6.595,10.199,4.01
2.64,6.595,9.687000000000001,0.764
2.64,6.595,-1.188,12.588
-17.151,15.232000000000001,-7.917000000000001,12.889000000000001
-17.151,15.232000000000001,-1.188,12.588
10.199,4.01,2.64,6.595
9.687000000000001,0.764,2.64,6.595
1.4240000000000002,6.276,-1.188,12.588
2.306,13.802,-1.188,12.588
2.5989999999999998,49.208,-1.188,12.588
-1.188,12.588,-3.878,5.435
-1.188,12.588,0.38799999999999996,6.007999999999999
-1.188,12.588,-7.917000000000001,12.889000000000001
-1.188,12.588,-3.885,11.265999999999998
-1.188,12.588,2.64,6.595
-1.188,12.588,-17.151,15.232000000000001
-1.188,12.588,1.4240000000000002,6.276
-1.188,12.588,2.306,13.802
-73.579,5.169,-78.148,0.431
-78.97399999999999,-2.8160000000000003,-79.806,-1.5959999999999999
-78.97399999999999,-2.8160000000000003,-78.148,0.431
-89.777,-0.09,-79.806,-1.5959999999999999
-89.777,-0.09,-78.148,0.431
-79.806,-1.5959999999999999,-78.97399999999999,-2.8160000000000003
-79.806,-1.5959999999999999,-89.777,-0.09
-79.806,-1.5959999999999999,-73.632,41.066
-79.806,-1.5959999999999999,-78.148,0.431
-73.632,41.066,-79.806,-1.5959999999999999
-80.465,-0.9109999999999999,-78.148,0.431
-78.148,0.431,-73.579,5.169
-78.148,0.431,-78.97399999999999,-2.8160000000000003
-78.148,0.431,-79.806,-1.5959999999999999
-78.148,0.431,-80.465,-0.9109999999999999
17.267,41.231,8.915,47.773999999999994
-2.532,51.637,8.915,47.773999999999994
8.915,47.773999999999994,17.267,41.231
8.915,47.773999999999994,-2.532,51.637
19.425,47.728,29.551,47.54600000000001
29.551,47.54600000000001,19.425,47.728
29.551,47.54600000000001,29.515,41.497
29.551,47.54600000000001,21.563000000000002,46.349
29.515,41.497,29.551,47.54600000000001
21.563000000000002,46.349,29.551,47.54600000000001
19.469,65.983,18.531,60.086000000000006
19.469,65.983,19.192999999999998,64.913
18.531,60.086000000000006,19.469,65.983
18.531,60.086000000000006,21.357,67.22
18.531,60.086000000000006,18.281,63.08
18.531,60.086000000000006,19.192999999999998,64.913
18.531,60.086000000000006,20.496,60.203
18.531,60.086000000000006,18.577,58.104
18.531,60.086000000000006,17.389,64.965
18.569000000000003,59.59,14.833,63.324
13.093,56.028999999999996,16.134,58.676
21.357,67.22,18.531,60.086000000000006
21.357,67.22,18.281,63.08
25.605,60.528,20.496,60.203
15.137,66.343,17.389,64.965
18.281,63.08,18.531,60.086000000000006
18.281,63.08,21.357,67.22
16.134,58.676,13.093,56.028999999999996
16.134,58.676,15.062999999999999,59.372
19.192999999999998,64.913,19.469,65.983
19.192999999999998,64.913,18.531,60.086000000000006
20.496,60.203,18.531,60.086000000000006
20.496,60.203,25.605,60.528
15.062999999999999,59.372,16.134,58.676
14.833,63.324,18.569000000000003,59.59
18.577,58.104,18.531,60.086000000000006
17.389,64.965,18.531,60.086000000000006
17.389,64.965,15.137,66.343
-152.157,58.248999999999995,-153.69299999999998,57.785
-152.157,58.248999999999995,-151.951,58.318000000000005
-152.157,58.248999999999995,-153.96200000000002,57.891000000000005
-152.157,58.248999999999995,-152.168,58.538000000000004
-152.157,58.248999999999995,-152.783,57.363
-153.69299999999998,57.785,-153.584,57.916000000000004
-151.951,58.318000000000005,-152.167,58.277
-153.96200000000002,57.891000000000005,-154.084,57.943999999999996
-152.168,58.538000000000004,-152.744,58.475
-152.167,58.277,-152.304,58.816
123.54899999999999,11.07,124.632,10.512
123.54899999999999,11.07,121.03200000000001,14.847000000000001
113.49700000000001,23.654,124.632,10.512
124.34899999999999,7.275,121.03200000000001,14.847000000000001
124.632,10.512,123.54899999999999,11.07
124.632,10.512,113.49700000000001,23.654
124.632,10.512,125.01799999999999,8.692
124.632,10.512,126.07600000000001,7.209
124.632,10.512,114.524,22.514
124.632,10.512,122.90799999999999,11.187999999999999
124.632,10.512,121.03200000000001,14.847000000000001
124.632,10.512,122.588,12.535
124.632,10.512,124.402,8.297
124.632,10.512,125.046,11.379000000000001
124.632,10.512,122.09899999999999,7.537000000000001
125.01799999999999,8.692,124.632,10.512
125.01799999999999,8.692,126.07600000000001,7.209
125.01799999999999,8.692,121.03200000000001,14.847000000000001
125.059,12.837,121.03200000000001,14.847000000000001
124.90799999999999,12.120999999999999,121.03200000000001,14.847000000000001
126.07600000000001,7.209,124.632,10.512
126.07600000000001,7.209,125.01799999999999,8.692
126.07600000000001,7.209,122.90799999999999,11.187999999999999
126.07600000000001,7.209,121.03200000000001,14.847000000000001
126.07600000000001,7.209,122.09899999999999,7.537000000000001
125.39200000000001,6.1770000000000005,121.03200000000001,14.847000000000001
120.72399999999999,30.381999999999998,122.62700000000001,12.132
114.524,22.514,124.632,10.512
122.90799999999999,11.187999999999999,124.632,10.512
122.90799999999999,11.187999999999999,126.07600000000001,7.209
122.90799999999999,11.187999999999999,121.03200000000001,14.847000000000001
121.01799999999999,6.0889999999999995,122.09899999999999,7.537000000000001
122.62700000000001,12.132,120.72399999999999,30.381999999999998
122.62700000000001,12.132,121.03200000000001,14.847000000000001
122.62700000000001,12.132,116.97399999999999,40.133
122.62700000000001,12.132,122.34200000000001,31.238000000000003
120.885,18.296,121.03200000000001,14.847000000000001
124.243,13.261,121.03200000000001,14.847000000000001
124.04799999999999,12.615,121.03200000000001,14.847000000000001
121.03200000000001,14.847000000000001,123.54899999999999,11.07
121.03200000000001,14.847000000000001,124.34899999999999,7.275
121.03200000000001,14.847000000000001,124.632,10.512
121.03200000000001,14.847000000000001,125.01799999999999,8.692
121.03200000000001,14.847000000000001,125.059,12.837
121.03200000000001,14.847000000000001,124.90799999999999,12.120999999999999
121.03200000000001,14.847000000000001,126.07600000000001,7.209
121.03200000000001,14.847000000000001,125.39200000000001,6.1770000000000005
121.03200000000001,14.847000000000001,122.90799999999999,11.187999999999999
121.03200000000001,14.847000000000001,122.62700000000001,12.132
121.03200000000001,14.847000000000001,120.885,18.296
121.03200000000001,14.847000000000001,124.243,13.261
121.03200000000001,14.847000000000001,124.04799999999999,12.615
121.03200000000001,14.847000000000001,122.588,12.535
121.03200000000001,14.847000000000001,124.402,8.297
121.03200000000001,14.847000000000001,119.264,10.236
121.03200000000001,14.847000000000001,104.65700000000001,1.5830000000000002
121.03200000000001,14.847000000000001,122.555,11.276
121.03200000000001,14.847000000000001,125.79799999999999,10.262
121.03200000000001,14.847000000000001,125.046,11.379000000000001
121.03200000000001,14.847000000000001,124.42200000000001,10.106
121.03200000000001,14.847000000000001,122.21700000000001,18.063
121.03200000000001,14.847000000000001,120.166,12.202
121.03200000000001,14.847000000000001,123.45,13.974
121.03200000000001,14.847000000000001,122.09899999999999,7.537000000000001
122.588,12.535,124.632,10.512
122.588,12.535,121.03200000000001,14.847000000000001
124.402,8.297,124.632,10.512
124.402,8.297,121.03200000000001,14.847000000000001
116.97399999999999,40.133,122.62700000000001,12.132
119.264,10.236,121.03200000000001,14.847000000000001
119.264,10.236,120.166,12.202
122.34200000000001,31.238000000000003,122.62700000000001,12.132
104.65700000000001,1.5830000000000002,121.03200000000001,14.847000000000001
122.555,11.276,121.03200000000001,14.847000000000001
125.79799999999999,10.262,121.03200000000001,14.847000000000001
125.046,11.379000000000001,124.632,10.512
125.046,11.379000000000001,121.03200000000001,14.847000000000001
124.42200000000001,10.106,121.03200000000001,14.847000000000001
122.21700000000001,18.063,121.03200000000001,14.847000000000001
120.166,12.202,121.03200000000001,14.847000000000001
120.166,12.202,119.264,10.236
123.45,13.974,121.03200000000001,14.847000000000001
122.09899999999999,7.537000000000001,124.632,10.512
122.09899999999999,7.537000000000001,126.07600000000001,7.209
122.09899999999999,7.537000000000001,121.01799999999999,6.0889999999999995
122.09899999999999,7.537000000000001,121.03200000000001,14.847000000000001
18.185,50.16,14.433,50.168
18.185,50.16,16.949,48.183
17.377,52.701,14.433,50.168
14.433,50.168,18.185,50.16
14.433,50.168,17.377,52.701
16.949,48.183,18.185,50.16
-90.54299999999999,41.305,-87.84200000000001,42.631
-90.54299999999999,41.305,-89.95100000000001,39.247
-88.777,40.39,-87.84200000000001,42.631
-88.777,40.39,-89.95100000000001,39.247
-87.84200000000001,42.631,-90.54299999999999,41.305
-87.84200000000001,42.631,-88.777,40.39
-89.95100000000001,39.247,-90.54299999999999,41.305
-89.95100000000001,39.247,-88.777,40.39
-132.58,55.798,-132.411,55.802
-132.58,55.798,-131.523,55.592
-132.411,55.802,-132.58,55.798
-132.411,55.802,-131.523,55.592
-132.22799999999998,56.146,-131.523,55.592
-131.523,55.592,-132.58,55.798
-131.523,55.592,-132.411,55.802
-131.523,55.592,-132.22799999999998,56.146
-131.523,55.592,-131.297,55.218
-131.297,55.218,-131.523,55.592
175.31900000000002,-36.347,104.65700000000001,1.5830000000000002
101.245,14.135,104.65700000000001,1.5830000000000002
113.49700000000001,23.654,104.65700000000001,1.5830000000000002
110.764,20.558000000000003,104.65700000000001,1.5830000000000002
106.345,21.368000000000002,104.65700000000001,1.5830000000000002
120.72399999999999,30.381999999999998,104.65700000000001,1.5830000000000002
114.524,22.514,104.65700000000001,1.5830000000000002
98.52799999999999,8.187999999999999,104.65700000000001,1.5830000000000002
135.406,34.724000000000004,121.38799999999999,25.129
102.18299999999999,3.242,104.65700000000001,1.5830000000000002
113.985,22.249000000000002,104.65700000000001,1.5830000000000002
121.03200000000001,14.847000000000001,104.65700000000001,1.5830000000000002
121.76899999999999,30.377,104.65700000000001,1.5830000000000002
100.461,5.495,104.65700000000001,1.5830000000000002
116.611,-31.901,104.65700000000001,1.5830000000000002
105.406,11.91,104.65700000000001,1.5830000000000002
104.354,13.684000000000001,105.406,11.91
96.22200000000001,17.512,104.65700000000001,1.5830000000000002
107.086,11.364,104.65700000000001,1.5830000000000002
104.65700000000001,1.5830000000000002,175.31900000000002,-36.347
104.65700000000001,1.5830000000000002,101.245,14.135
104.65700000000001,1.5830000000000002,113.49700000000001,23.654
104.65700000000001,1.5830000000000002,110.764,20.558000000000003
104.65700000000001,1.5830000000000002,106.345,21.368000000000002
104.65700000000001,1.5830000000000002,120.72399999999999,30.381999999999998
104.65700000000001,1.5830000000000002,114.524,22.514
104.65700000000001,1.5830000000000002,98.52799999999999,8.187999999999999
104.65700000000001,1.5830000000000002,102.18299999999999,3.242
104.65700000000001,1.5830000000000002,113.985,22.249000000000002
104.65700000000001,1.5830000000000002,121.03200000000001,14.847000000000001
104.65700000000001,1.5830000000000002,121.76899999999999,30.377
104.65700000000001,1.5830000000000002,100.461,5.495
104.65700000000001,1.5830000000000002,116.611,-31.901
104.65700000000001,1.5830000000000002,105.406,11.91
104.65700000000001,1.5830000000000002,104.354,13.684000000000001
104.65700000000001,1.5830000000000002,96.22200000000001,17.512
104.65700000000001,1.5830000000000002,107.086,11.364
104.65700000000001,1.5830000000000002,117.13799999999999,23.666
104.65700000000001,1.5830000000000002,121.38799999999999,25.129
117.13799999999999,23.666,104.65700000000001,1.5830000000000002
121.38799999999999,25.129,135.406,34.724000000000004
121.38799999999999,25.129,104.65700000000001,1.5830000000000002
7.277,51.482,9.852,48.118
9.852,48.118,7.277,51.482
9.852,48.118,15.732000000000001,47.651
9.852,48.118,10.647,54.05
9.852,48.118,13.479000000000001,52.931999999999995
9.852,48.118,16.949,48.183
15.732000000000001,47.651,9.852,48.118
10.647,54.05,9.852,48.118
13.479000000000001,52.931999999999995,9.852,48.118
16.949,48.183,9.852,48.118
5.273,52.513999999999996,-2.381,35.648
5.273,52.513999999999996,-5.862,36.211
2.13,41.495,-7.317,33.611999999999995
2.13,41.495,-2.381,35.648
2.13,41.495,-5.862,36.211
10.173,46.123000000000005,-7.317,33.611999999999995
4.8069999999999995,51.501999999999995,-7.317,33.611999999999995
4.8069999999999995,51.501999999999995,-2.381,35.648
4.8069999999999995,51.501999999999995,-5.862,36.211
7.237,51.443000000000005,-2.381,35.648
-7.317,33.611999999999995,2.13,41.495
-7.317,33.611999999999995,10.173,46.123000000000005
-7.317,33.611999999999995,4.8069999999999995,51.501999999999995
-7.317,33.611999999999995,8.038,44.911
-7.317,33.611999999999995,5.151,46.21
-7.317,33.611999999999995,4.605,43.96
-7.317,33.611999999999995,29.515,41.497
-7.317,33.611999999999995,12.324000000000002,46.08
8.038,44.911,-7.317,33.611999999999995
5.151,46.21,-7.317,33.611999999999995
4.605,43.96,-7.317,33.611999999999995
4.605,43.96,-2.381,35.648
4.605,43.96,-5.862,36.211
-2.381,35.648,5.273,52.513999999999996
-2.381,35.648,2.13,41.495
-2.381,35.648,4.8069999999999995,51.501999999999995
-2.381,35.648,7.237,51.443000000000005
-2.381,35.648,4.605,43.96
29.515,41.497,-7.317,33.611999999999995
-5.862,36.211,5.273,52.513999999999996
-5.862,36.211,2.13,41.495
-5.862,36.211,4.8069999999999995,51.501999999999995
-5.862,36.211,4.605,43.96
12.324000000000002,46.08,-7.317,33.611999999999995
-69.359,12.835,-67.781,12.218
-69.359,12.835,-68.934,12.314
-69.359,12.835,-72.877,11.877
-67.781,12.218,-69.359,12.835
-68.934,12.314,-69.359,12.835
-72.877,11.877,-69.359,12.835
72.49,41.211999999999996,38.51,55.681000000000004
64.805,40.291,38.51,55.681000000000004
38.51,55.681000000000004,72.49,41.211999999999996
38.51,55.681000000000004,64.805,40.291
38.51,55.681000000000004,72.241,40.598
38.51,55.681000000000004,66.535,39.389
38.51,55.681000000000004,46.528999999999996,41.229
38.51,55.681000000000004,71.92699999999999,41.641000000000005
38.51,55.681000000000004,67.639,40.167
38.51,55.681000000000004,19.205,42.674
38.51,55.681000000000004,67.516,37.477
72.241,40.598,38.51,55.681000000000004
66.535,39.389,38.51,55.681000000000004
46.528999999999996,41.229,38.51,55.681000000000004
71.92699999999999,41.641000000000005,38.51,55.681000000000004
67.639,40.167,38.51,55.681000000000004
19.205,42.674,38.51,55.681000000000004
67.516,37.477,38.51,55.681000000000004
-60.339,14.985,-61.22,16.442
-60.339,14.985,-60.989,14.033
-71.821,18.965999999999998,-69.449,18.715999999999998
-61.22,16.442,-60.339,14.985
-61.22,16.442,-62.721000000000004,18.503
-61.22,16.442,-69.449,18.715999999999998
-61.22,16.442,-62.412,18.166
-62.721000000000004,18.503,-61.22,16.442
-69.449,18.715999999999998,-71.821,18.965999999999998
-69.449,18.715999999999998,-61.22,16.442
-62.412,18.166,-61.22,16.442
-60.989,14.033,-60.339,14.985
113.49700000000001,23.654,107.069,30.198
113.49700000000001,23.654,104.57799999999999,30.964000000000002
113.49700000000001,23.654,146.215,15.198
107.09299999999999,-5.542999999999999,108.287,23.013
114.40100000000001,34.866,125.2,43.902
114.40100000000001,34.866,104.57799999999999,30.964000000000002
114.40100000000001,34.866,112.37299999999999,41.419
114.40100000000001,34.866,126.417,46.038999999999994
114.40100000000001,34.866,103.23899999999999,25.653000000000002
125.2,43.902,114.40100000000001,34.866
125.2,43.902,117.359,37.428000000000004
125.2,43.902,117.57600000000001,39.207
119.51299999999999,42.391000000000005,112.37299999999999,41.419
107.069,30.198,113.49700000000001,23.654
107.069,30.198,113.366,28.315
107.069,30.198,120.186,32.569
107.069,30.198,121.897,39.609
107.069,30.198,120.72399999999999,30.381999999999998
107.069,30.198,98.52799999999999,8.187999999999999
107.069,30.198,106.015,38.803000000000004
107.069,30.198,116.5,29.441
107.069,30.198,103.23899999999999,25.653000000000002
107.069,30.198,91.51899999999999,29.496
107.069,30.198,121.76899999999999,30.377
107.069,30.198,119.436,32.236
107.069,30.198,116.97399999999999,40.133
107.069,30.198,122.34200000000001,31.238000000000003
107.069,30.198,109.68700000000001,18.504
107.069,30.198,114.351,23.065
107.069,30.198,117.359,37.428000000000004
107.069,30.198,121.92,25.116
107.069,30.198,117.57600000000001,39.207
107.069,30.198,87.79,44.511
107.069,30.198,121.42,28.52
107.069,30.198,114.346,31.305999999999997
107.069,30.198,109.25200000000001,34.745
107.069,30.198,118.212,24.906
107.069,30.198,102.071,36.879
107.069,30.198,111.735,31.118000000000002
113.366,28.315,107.069,30.198
113.366,28.315,104.57799999999999,30.964000000000002
113.366,28.315,120.105,26.558000000000003
113.366,28.315,118.212,24.906
104.57799999999999,30.964000000000002,113.49700000000001,23.654
104.57799999999999,30.964000000000002,114.40100000000001,34.866
104.57799999999999,30.964000000000002,113.366,28.315
104.57799999999999,30.964000000000002,110.055,40.416
104.57799999999999,30.964000000000002,110.764,20.558000000000003
104.57799999999999,30.964000000000002,112.37299999999999,41.419
104.57799999999999,30.964000000000002,117.49700000000001,32.3
104.57799999999999,30.964000000000002,120.72399999999999,30.381999999999998
104.57799999999999,30.964000000000002,114.524,22.514
104.57799999999999,30.964000000000002,98.52799999999999,8.187999999999999
104.57799999999999,30.964000000000002,126.75,37.781
104.57799999999999,30.964000000000002,106.015,38.803000000000004
104.57799999999999,30.964000000000002,117.29299999999999,29.564
104.57799999999999,30.964000000000002,104.13799999999999,33.428000000000004
104.57799999999999,30.964000000000002,116.5,29.441
104.57799999999999,30.964000000000002,103.23899999999999,25.653000000000002
104.57799999999999,30.964000000000002,115.52,26.375999999999998
104.57799999999999,30.964000000000002,107.334,26.897
104.57799999999999,30.964000000000002,110.065,25.363000000000003
104.57799999999999,30.964000000000002,104.02799999999999,36.195
104.57799999999999,30.964000000000002,100.38799999999999,27.471999999999998
104.57799999999999,30.964000000000002,91.51899999999999,29.496
104.57799999999999,30.964000000000002,73.881,4.319
104.57799999999999,30.964000000000002,119.436,32.236
104.57799999999999,30.964000000000002,108.287,23.013
104.57799999999999,30.964000000000002,116.97399999999999,40.133
104.57799999999999,30.964000000000002,122.34200000000001,31.238000000000003
104.57799999999999,30.964000000000002,121.03399999999999,24.441
104.57799999999999,30.964000000000002,115.162,38.467
104.57799999999999,30.964000000000002,109.68700000000001,18.504
104.57799999999999,30.964000000000002,114.351,23.065
104.57799999999999,30.964000000000002,120.624,36.443000000000005
104.57799999999999,30.964000000000002,98.805,25.564
104.57799999999999,30.964000000000002,117.359,37.428000000000004
104.57799999999999,30.964000000000002,121.38799999999999,25.129
104.57799999999999,30.964000000000002,121.92,25.116
104.57799999999999,30.964000000000002,117.57600000000001,39.207
104.57799999999999,30.964000000000002,113.04700000000001,38.244
104.57799999999999,30.964000000000002,87.79,44.511
104.57799999999999,30.964000000000002,121.42,28.52
104.57799999999999,30.964000000000002,114.346,31.305999999999997
104.57799999999999,30.964000000000002,120.715,31.824
104.57799999999999,30.964000000000002,102.307,28.648000000000003
104.57799999999999,30.964000000000002,109.25200000000001,34.745
104.57799999999999,30.964000000000002,118.212,24.906
104.57799999999999,30.964000000000002,102.071,36.879
104.57799999999999,30.964000000000002,117.18299999999999,34.266
104.57799999999999,30.964000000000002,111.735,31.118000000000002
120.186,32.569,107.069,30.198
120.186,32.569,108.287,23.013
120.186,32.569,113.626,22.01
121.897,39.609,107.069,30.198
121.897,39.609,117.359,37.428000000000004
121.897,39.609,117.18299999999999,34.266
110.055,40.416,104.57799999999999,30.964000000000002
110.055,40.416,123.48299999999999,41.637
120.105,26.558000000000003,113.366,28.315
120.105,26.558000000000003,116.5,29.441
110.764,20.558000000000003,104.57799999999999,30.964000000000002
110.764,20.558000000000003,121.76899999999999,30.377
110.764,20.558000000000003,108.287,23.013
110.764,20.558000000000003,113.626,22.01
112.37299999999999,41.419,114.40100000000001,34.866
112.37299999999999,41.419,119.51299999999999,42.391000000000005
112.37299999999999,41.419,104.57799999999999,30.964000000000002
112.37299999999999,41.419,116.5,29.441
112.37299999999999,41.419,117.359,37.428000000000004
117.49700000000001,32.3,104.57799999999999,30.964000000000002
120.72399999999999,30.381999999999998,107.069,30.198
120.72399999999999,30.381999999999998,104.57799999999999,30.964000000000002
114.524,22.514,104.57799999999999,30.964000000000002
114.524,22.514,111.735,31.118000000000002
98.52799999999999,8.187999999999999,107.069,30.198
98.52799999999999,8.187999999999999,104.57799999999999,30.964000000000002
120.375,49.341,126.417,46.038999999999994
126.417,46.038999999999994,114.40100000000001,34.866
126.417,46.038999999999994,120.375,49.341
126.417,46.038999999999994,121.76899999999999,30.377
126.417,46.038999999999994,119.436,32.236
126.417,46.038999999999994,115.162,38.467
126.417,46.038999999999994,117.359,37.428000000000004
126.417,46.038999999999994,121.42,28.52
126.417,46.038999999999994,114.346,31.305999999999997
126.417,46.038999999999994,117.18299999999999,34.266
126.75,37.781,104.57799999999999,30.964000000000002
106.015,38.803000000000004,107.069,30.198
106.015,38.803000000000004,104.57799999999999,30.964000000000002
106.015,38.803000000000004,110.065,25.363000000000003
106.015,38.803000000000004,109.25200000000001,34.745
117.29299999999999,29.564,104.57799999999999,30.964000000000002
117.29299999999999,29.564,118.212,24.906
98.569,40.428000000000004,104.02799999999999,36.195
118.98299999999999,25.326999999999998,107.334,26.897
118.98299999999999,25.326999999999998,114.346,31.305999999999997
104.13799999999999,33.428000000000004,104.57799999999999,30.964000000000002
76.033,39.904,87.79,44.511
116.5,29.441,107.069,30.198
116.5,29.441,104.57799999999999,30.964000000000002
116.5,29.441,120.105,26.558000000000003
116.5,29.441,112.37299999999999,41.419
116.5,29.441,121.76899999999999,30.377
116.5,29.441,109.68700000000001,18.504
103.23899999999999,25.653000000000002,114.40100000000001,34.866
103.23899999999999,25.653000000000002,107.069,30.198
103.23899999999999,25.653000000000002,104.57799999999999,30.964000000000002
103.23899999999999,25.653000000000002,107.334,26.897
103.23899999999999,25.653000000000002,121.76899999999999,30.377
103.23899999999999,25.653000000000002,117.359,37.428000000000004
103.23899999999999,25.653000000000002,121.38799999999999,25.129
103.23899999999999,25.653000000000002,108.676,31.393
103.23899999999999,25.653000000000002,118.212,24.906
103.23899999999999,25.653000000000002,117.18299999999999,34.266
115.52,26.375999999999998,104.57799999999999,30.964000000000002
115.52,26.375999999999998,118.212,24.906
107.334,26.897,104.57799999999999,30.964000000000002
107.334,26.897,118.98299999999999,25.326999999999998
107.334,26.897,103.23899999999999,25.653000000000002
107.334,26.897,104.02799999999999,36.195
107.334,26.897,109.68700000000001,18.504
107.334,26.897,121.42,28.52
107.334,26.897,117.18299999999999,34.266
110.065,25.363000000000003,104.57799999999999,30.964000000000002
110.065,25.363000000000003,106.015,38.803000000000004
110.065,25.363000000000003,109.68700000000001,18.504
104.02799999999999,36.195,104.57799999999999,30.964000000000002
104.02799999999999,36.195,98.569,40.428000000000004
104.02799999999999,36.195,107.334,26.897
104.02799999999999,36.195,91.51899999999999,29.496
104.02799999999999,36.195,109.25200000000001,34.745
100.38799999999999,27.471999999999998,104.57799999999999,30.964000000000002
91.51899999999999,29.496,107.069,30.198
91.51899999999999,29.496,104.57799999999999,30.964000000000002
91.51899999999999,29.496,104.02799999999999,36.195
91.51899999999999,29.496,102.071,36.879
118.686,35.076,109.25200000000001,34.745
105.235,31.713,109.68700000000001,18.504
105.235,31.713,102.071,36.879
73.881,4.319,104.57799999999999,30.964000000000002
121.76899999999999,30.377,107.069,30.198
121.76899999999999,30.377,110.764,20.558000000000003
121.76899999999999,30.377,126.417,46.038999999999994
121.76899999999999,30.377,116.5,29.441
121.76899999999999,30.377,103.23899999999999,25.653000000000002
121.76899999999999,30.377,109.25200000000001,34.745
119.436,32.236,107.069,30.198
119.436,32.236,104.57799999999999,30.964000000000002
119.436,32.236,126.417,46.038999999999994
119.436,32.236,109.68700000000001,18.504
108.287,23.013,107.09299999999999,-5.542999999999999
108.287,23.013,104.57799999999999,30.964000000000002
108.287,23.013,120.186,32.569
108.287,23.013,110.764,20.558000000000003
108.287,23.013,107.086,11.364
108.287,23.013,114.346,31.305999999999997
121.626,32.118,114.346,31.305999999999997
116.97399999999999,40.133,107.069,30.198
116.97399999999999,40.133,104.57799999999999,30.964000000000002
116.97399999999999,40.133,108.676,31.393
116.97399999999999,40.133,105.257,37.954
122.34200000000001,31.238000000000003,107.069,30.198
122.34200000000001,31.238000000000003,104.57799999999999,30.964000000000002
122.34200000000001,31.238000000000003,146.215,15.198
121.03399999999999,24.441,104.57799999999999,30.964000000000002
107.086,11.364,108.287,23.013
123.48299999999999,41.637,110.055,40.416
115.162,38.467,104.57799999999999,30.964000000000002
115.162,38.467,126.417,46.038999999999994
146.215,15.198,113.49700000000001,23.654
146.215,15.198,122.34200000000001,31.238000000000003
109.68700000000001,18.504,107.069,30.198
109.68700000000001,18.504,104.57799999999999,30.964000000000002
109.68700000000001,18.504,116.5,29.441
109.68700000000001,18.504,107.334,26.897
109.68700000000001,18.504,110.065,25.363000000000003
109.68700000000001,18.504,105.235,31.713
109.68700000000001,18.504,119.436,32.236
109.68700000000001,18.504,117.359,37.428000000000004
109.68700000000001,18.504,121.42,28.52
114.351,23.065,107.069,30.198
114.351,23.065,104.57799999999999,30.964000000000002
120.624,36.443000000000005,104.57799999999999,30.964000000000002
98.805,25.564,104.57799999999999,30.964000000000002
117.359,37.428000000000004,125.2,43.902
117.359,37.428000000000004,107.069,30.198
